Frequency_GHz,Dielectric_Constant,Height_mm,Loss_Tangent,Copper_Thickness_mm,Patch_Width_mm,Patch_Length_mm,Ground_Width_mm,Ground_Length_mm
5.809116475265168,8.199285995759773,2.991597805418343,0.017927851390671233,0.017,12.039795549459342,7.8138084220543815,29.9893823819694,25.76339525456444
9.502891568941852,8.99717912541929,1.3936354441836745,0.01401083433752372,0.035,7.060114528449867,4.7643766950979565,15.421927193551912,13.126189360200001
3.262981955606186,4.39785437620727,1.2973463576193356,0.026456221423644493,0.035,27.982145004072667,21.616036751072244,35.76622314978868,29.40011489678826
4.223464462295564,3.1084607375970323,2.4117756694227195,0.016040954096300384,0.035,24.779802586548154,19.02737365777885,39.25045660308447,33.49802767431517
8.48234341056251,4.662217918168395,2.75932576451135,0.02906803657429885,0.035,10.509864478402953,6.824252192385218,27.06581906547105,23.380206779453314
8.889882423925105,5.427862929699176,1.1216365482815378,0.001737575880718164,0.07,9.411892024980284,6.856783569288613,16.14171131466951,13.58660285897784
8.062014375498787,7.314890855793938,2.7321072020464685,0.027181695807489824,0.035,9.125032338216887,5.677553430941696,25.5176755504957,22.07019664322051
4.155288029259372,6.919341494837064,1.7413857082393578,0.013630520230890515,0.07,18.140973486978062,13.265548046709599,28.589287736414214,23.713862296145745
7.537573293852054,6.579570455192892,1.8821850737986507,0.027394714201535244,0.035,10.222389191616987,7.033113996623563,21.51549963440889,18.32622443941547
6.598780302050861,9.09890966997396,3.078849496778341,0.005179838295035003,0.017,10.115919012213665,6.248347831455638,28.589015992883713,24.721444812125686
5.429046637715844,4.265955106391667,1.9019258149718274,0.02941894794080738,0.017,17.027234150842535,12.641812198736552,28.438789040673498,24.053367088567516
4.1267206740287286,3.8730463286281136,2.1911598427321723,0.01083948942428546,0.07,23.286322777406365,17.62770242116616,36.433281833799406,30.774661477559196
2.159917497195843,3.2243667116621797,1.1645664644295066,0.0049398707240978345,0.017,47.78463669261751,38.37010171610255,54.77203547919455,45.35750050267959
9.071095689154106,5.991693122102978,2.4021385724504656,0.005914508251967428,0.035,8.844134315993074,5.662007380065472,23.256965750695873,20.074838814768267
3.0146415931568855,8.774325094755593,1.6281983067737285,0.01101571914144609,0.035,22.507495928417327,16.50605843519593,32.276685769059696,26.275248275838297
1.7983228038135004,3.1650869688048067,1.9058690432785421,0.006904311205608561,0.035,57.79983097539375,46.30883331289011,69.235045235065,57.744047572561364
2.158735584696795,4.840796106481243,1.5717986352320699,0.0035856560592565107,0.07,40.66031917246215,31.292118225468435,50.09111098385457,40.72291003686085
6.6511035054181695,2.8540722555909754,2.8965886978562656,0.027697386855475764,0.017,16.246231006279412,11.663793765676145,33.62576319341701,29.04332595281374
1.023355219452819,9.146408856284694,1.0028408184336368,0.01828079219363303,0.07,65.07642228794454,48.49561368227818,71.09346719854635,54.51265859288001
5.829315813885993,9.592334072859465,1.3666796794817704,0.023014702400083742,0.035,11.181313837629832,7.944800232530644,19.381391914520453,16.14487830942127
5.162812445198331,8.179767505070052,0.888039686937435,0.008245915080411004,0.07,13.561385689939964,10.007302887814502,18.889623811564572,15.33554100943911
7.18448954862998,8.95552538106903,2.59907895682061,0.00178673964454759,0.035,9.357896717228346,5.915692854587319,24.952370458152007,21.510166595510977
5.026711301411092,6.460938131640185,1.3819292087233515,0.008734978020626985,0.017,15.449897210854814,11.379128018436393,23.741472463194924,19.670703270776503
2.6405549062836227,6.71172073615069,2.817703966107035,0.003495845965520835,0.035,28.92913228705952,21.16553509042286,45.83535608370173,38.07175888706507
2.077859186373261,9.324218245919159,2.2246218885297173,0.020661877487104647,0.07,31.77324385338981,23.271595235124195,45.12097518456811,36.6193265663025
6.839405562624184,6.036656814034002,2.2020787633140064,0.022341534033991965,0.07,11.692428271950483,8.040778826556261,24.90490085183452,21.2532514064403
7.70895526765897,5.653276369837435,1.1061927267093532,0.009157878858742882,0.035,10.668244224715655,7.839313322553613,17.30540058497178,14.476469682809732
9.09682657430511,7.060441778348582,1.3864475731151709,0.015399008007404158,0.035,8.213663734957386,5.70544051504575,16.53234917364841,14.024125953736775
6.451973374211985,4.097814333887956,1.044277934288969,0.005348200950264061,0.07,14.562022017098103,11.147655901335751,20.82768962283192,17.413323507069567
5.390288207278641,9.006540142689168,1.0109302988963453,0.024350668204167272,0.07,12.440914324974136,9.073394360733838,18.506496118352207,15.138976154111909
8.580826317683634,2.613083822996103,0.8437819554280666,0.021181578554862867,0.07,13.00583160594325,10.410804510684638,18.06852333851165,15.473496243253038
9.069492366766188,6.807987342445279,3.001749471405276,0.0010542301861703176,0.035,8.370544835200068,4.934082122071324,26.381041663631727,22.944578950502983
3.3211254434044584,3.5671006991205267,2.4047437278186345,0.027944841283612746,0.07,29.888263500990806,22.98989037574769,44.31672586790261,37.4183527426595
5.815330588404195,6.012955873011295,2.8125981408862994,0.006867757000349259,0.035,13.774672921023345,9.350962191179926,30.650261766341146,26.226551036497725
3.913113127638193,5.603491508931334,2.018264908842692,0.007954123213278834,0.07,21.095850619090545,15.590833561455943,33.20544007214669,27.700423014512094
7.3650708608,8.34223601154271,1.0094964310152212,0.015627625130057,0.07,9.42331936376297,6.791591604509412,15.480297949854297,12.848570190600741
5.330260916693358,6.460715460412686,0.9243764883738247,0.010695184495443088,0.035,14.570268335173244,10.88602614055576,20.11652726541619,16.43228507079871
5.937428061443379,6.591375839111818,1.284153109592566,0.02082103204330315,0.017,12.967243004011085,9.485610201041375,20.67216166156648,17.19052885859677
2.2494229609781833,2.2216871953146375,1.0800705539400353,0.014669136450610062,0.035,52.54040879257071,44.25548697319837,59.02083211621092,50.73591029683858
4.706568227325417,4.990946132343963,3.030869946194782,0.02507102476662292,0.035,18.414256608072993,13.007393614568281,36.599476285241686,31.192613291736972
2.1186750113699024,8.046939801629154,3.0520170963704913,0.006173882225420709,0.07,33.288257500587754,24.24669135690971,51.6003600788107,42.558793935132655
9.3380448123074,7.9727724060102165,0.9154271455138105,0.023642071418966175,0.07,7.58380184879967,5.42797412604494,13.076364721882532,10.920536999127803
8.15740580673901,3.8130185603819564,1.192774262877691,0.0056801347197918935,0.017,11.853467709426917,8.939680475904854,19.010113286693063,16.096326053171
3.1212257145849978,7.270068509761417,2.9788787131100385,0.010101320544827992,0.035,23.63341749245103,16.91413914814956,41.506689771111255,34.78741142680978
4.532005966803719,8.732795515772615,1.8539237805685245,0.01186908289626481,0.07,15.00365206836252,10.684202338133145,26.12719475177367,21.807745021544292
6.616913897636539,6.518248495317064,1.852987220932014,0.017704850483368256,0.017,11.692097692795006,8.208842831123743,22.81002101838709,19.326766156715827
9.096171159471115,5.2711297709856915,2.104526866673573,0.027278338429068315,0.07,9.312681267792776,6.230580660107352,21.939842467834215,18.85774186014879
5.88564379552068,5.65222514509154,1.5987578861899623,0.022158979881150672,0.035,13.974259779285045,10.194109339881777,23.566807096424817,19.78665665702155
2.2534486539704854,8.552201514162366,2.2881746142284327,0.016423717776510957,0.07,30.45838360836026,22.32920011219045,44.18743129373086,36.058247797561044
6.158357643316498,10.181540927390746,2.605767488093175,0.021473131422184658,0.07,10.301264092643983,6.6344843531599595,25.935869021203033,22.26908928171901
7.695516633154092,2.4682594778862352,2.16773524369116,0.023087547755054096,0.07,14.80173705052118,11.069194775285379,27.808148512668144,24.07560623743234
7.7917176267410495,3.0233282459531603,2.0875552435630276,0.011923707557706246,0.017,13.573139683976715,9.94124588059897,26.09847114535488,22.466577341977136
2.147397960987842,5.378298324482937,2.713508877870929,0.005262597135849316,0.07,39.11481733367898,29.44013833874176,55.39587060090455,45.72119160596734
4.6805965937694385,8.37505584478596,0.8292873735633068,0.018314682605072106,0.035,14.801922055638617,10.957077287133911,19.777646297018457,15.932801528513753
3.266191530162575,4.965567948031355,1.2358345203234218,0.027335911334808585,0.035,26.59124737745506,20.35698003220034,34.00625449939559,27.77198715414087
3.0461588472698833,5.588774899363862,1.491031079541743,0.018795052657742246,0.035,27.130098780537136,20.52532517394495,36.076285257787596,29.47151165119541
6.276068488151175,6.247109431075727,2.267490165043155,0.0014270063491864586,0.07,12.55556246588479,8.67799002434439,26.160503456143722,22.28293101460332
9.38906454235251,6.721065468713671,2.4719619773045416,0.027744731992259304,0.07,8.131025347194827,5.044236818463487,22.962797211022075,19.87600868229074
2.3728513862283522,6.810306881334505,2.256116111318854,0.013242202534899432,0.017,31.989074019610825,23.74966365718912,45.525770687523945,37.286360325102244
1.9382226944662855,8.923517055843384,2.9856468758137114,0.0044737937517108535,0.017,34.743196473015686,25.28500052534314,52.657077727897956,43.198881780225406
9.863570790661012,8.911184691567472,1.0991904348878405,0.027696498784165535,0.07,6.8313935677093385,4.738502929486308,13.42653617703638,11.333645538813352
3.8029983764107707,4.019164967016901,2.2589465451062214,0.01193779582301947,0.017,24.89799537086537,18.84406028459681,38.4516746415027,32.39773955523414
4.016775174813109,8.62282758878409,0.8111168552110469,0.010604825896212295,0.07,17.024618170000615,12.62725930270488,21.8913193012669,17.49396043397116
4.730541257832649,9.108145124903654,3.0151045563163636,0.014451873559477463,0.07,14.104564722286602,9.394759247500279,32.19519206018479,27.48538658539846
7.637511232987736,5.817743527118457,1.3390515750559568,0.014065989919461376,0.07,10.637365087796745,7.686652848455669,18.671674538132486,15.72096229879141
3.2340379848143668,6.821055632732377,1.1972319618271372,0.001885883563175914,0.017,23.454622791010383,17.572745440070083,30.638014561973208,24.756137211032904
4.261545092049698,6.844706802224347,2.3174342910068733,0.0012810486867205087,0.017,17.77259361768766,12.711896858986494,31.677199363728896,26.616502605027733
5.636563141661314,10.004330525462048,1.9015735712408315,0.017117586234700395,0.035,11.345145429014618,7.806979430264077,22.754586856459603,19.216420857709064
1.7681470127077947,10.174994014767577,2.005268024794982,0.018225704004013275,0.017,35.88923784877171,26.359715354227717,47.920845997541605,38.39132350299761
4.575863039118381,5.614311242693995,2.719476852978247,0.011067161672335589,0.035,18.025649669302588,12.806078702078718,34.34251078717207,29.1229398199482
2.716189485972999,2.492397342784759,1.9329606682639984,0.017336876977942138,0.035,41.79115446662351,34.095551138026096,53.3889184762075,45.69331514761008
3.646402112988744,7.912473598318625,2.0663545523474864,0.016452666435585885,0.017,19.486891596162526,14.082446495502506,31.88501891024745,26.480573809587426
4.606867547877934,6.677122650465742,1.1725765902337102,0.006194108597412389,0.017,16.6188623760355,12.350464441444421,23.654321917437763,19.38592398284668
1.679530274235003,8.225969765979606,1.4535244513287187,0.02701522492572953,0.035,41.58267335783253,31.035134010525233,50.30382006580485,39.75628071849754
4.678607539882868,2.403090845282759,1.174766233678857,0.021734791859459267,0.017,24.57835819415529,20.11557853018679,31.626955596228434,27.164175932259933
4.671860458283602,6.613780762074717,1.4093325537039303,0.006606891201079476,0.07,16.455694297449988,12.13331665132818,24.91168961967357,20.58931197355176
1.1773948397892773,3.032868655876591,2.719798604895655,0.006095649665781107,0.017,89.71748480981265,72.30879574497573,106.03627643918658,88.62758737434966
6.010494263050295,7.966504770484052,2.7327559216589723,0.029672007554903384,0.035,11.78648961789446,7.7604924299570905,28.183025147848298,24.157027959910927
8.471978781102925,5.377468236947639,2.403404327769551,0.00686504299660039,0.07,9.915103348869529,6.533700767981519,24.335529315486838,20.954126734598827
3.915910549961197,2.8954001196027948,2.3197778597863055,0.02231482424400367,0.017,27.44716274858134,21.42198806782161,41.36582990729917,35.34065522653944
1.2387898348643773,3.6514834807183787,2.199299746327261,0.01316345442224169,0.035,79.39860688005258,62.86660248363683,92.59440535801615,76.0624009616004
9.195616031862736,7.198090168346008,1.6060780571596043,0.024910623344399398,0.07,8.056920582146418,5.461128603735626,17.693388925104045,15.097596946693253
6.31265448263327,4.344509126583009,2.297957378837922,0.012813879078765095,0.035,14.535846432176653,10.39069345452074,28.323590705204186,24.17843772754827
